episode,reward,steps,unique_locations,success
239,71.3375312106503,58,12,Success
240,83.91414052379206,45,10,Success
241,-125.02976836582066,39,9,Collision
242,81.98213256417793,43,10,Success
243,86.42977255258795,42,9,Success
244,79.30029280168836,49,11,Success
245,93.09889218471511,33,8,Success
246,-111.1245954106653,19,2,Collision
247,86.5389882401758,38,9,Success
248,54.07441330655496,82,18,Success
249,86.30883891007886,34,5,Success
250,82.48506343928572,36,6,Success
251,72.97060190703723,61,12,Success
252,89.6487022069116,31,5,Success
253,59.70513784990445,75,15,Success
254,82.5254910108655,40,7,Success
255,49.556612015352194,83,17,Success
256,96.9141049444992,31,9,Success
257,82.8565709236065,39,8,Success
258,87.46806015919508,25,4,Success
259,-111.955427554587,20,2,Collision
260,-16.260422255647413,45,4,Success
261,-54.03374481932329,91,11,Success
262,86.74040651087891,45,11,Success
263,78.67373952431016,54,13,Success
264,87.15054396785214,37,8,Success
265,-101.90446449147409,7,2,Collision
266,-114.98471464506575,22,2,Collision
267,48.411345021280276,87,19,Success
268,82.65567703561251,40,7,Success
269,42.696020312629386,86,15,Success
270,88.96981930916475,38,9,Success
271,96.2167438039679,21,4,Success
272,-29.983147411968133,61,8,Success
273,91.76889234463042,28,7,Success
274,79.20830001885247,50,10,Success
275,68.60696167383884,52,7,Success
276,92.73568582197782,39,11,Success
277,85.62154271609201,38,9,Success
278,71.66066432147159,48,6,Success
279,85.40489183480118,36,8,Success
280,55.14894666076885,80,18,Success
281,75.4127237858023,50,10,Success
282,91.246630016327,41,11,Success
283,-117.70044124497522,34,7,Collision
284,85.97900693935256,43,10,Success
285,29.06053962167168,70,15,Success
286,87.77674295587036,33,5,Success
287,89.16081845962908,38,9,Success
288,82.58849308037671,41,8,Success
289,89.55560307002654,34,8,Success
290,75.23166297620907,53,11,Success
291,47.48414768800752,84,16,Success
292,89.73175569049306,35,8,Success
293,76.60723636211092,50,10,Success
294,-109.48691229553579,21,4,Collision
295,-121.09821611635135,29,2,Collision
296,87.06435288640574,29,4,Success
297,94.65727373571269,20,5,Success
298,55.450713172305434,48,9,Success
299,77.18426915649815,47,9,Success
300,79.26908288880983,43,8,Success
301,-102.21225348360316,11,2,Collision
302,90.90497784072511,29,6,Success
303,87.75114130650205,41,10,Success
304,84.4909754339721,38,7,Success
305,-141.46059330169504,88,9,Success
306,-92.58189228500511,117,9,Success
307,67.54446487908396,63,12,Success
308,67.41521090685205,33,5,Success
309,90.44595502286475,22,4,Success
310,-115.82893887946429,28,4,Collision
311,-114.74028656389102,25,4,Collision
312,93.39563294143608,26,5,Success
313,75.02945308745899,54,10,Success
314,84.39672308445186,40,8,Success
315,67.35397096951252,60,10,Success
316,83.2188544703608,41,8,Success
317,64.10729398832045,62,10,Success
318,91.04920997033489,42,11,Success
319,96.47165789368965,20,6,Success
320,80.1260592120941,52,11,Success
321,52.384939111826704,56,10,Success
322,44.13704547159376,81,18,Success
323,-35.76481166405405,83,18,Success
324,87.30771339306513,35,7,Success
325,97.69491232617605,19,5,Success
326,81.49849679047408,46,9,Success
327,77.31671369394363,52,11,Success
328,87.95525993212148,34,7,Success
329,46.87740060092211,84,16,Success
330,60.08987721256409,74,17,Success
331,95.62823809464363,30,8,Success
332,53.22726137362272,79,16,Success
333,94.1801195078999,32,8,Success
334,88.75526697345093,28,6,Success
335,80.70049835151735,45,10,Success
336,-56.09949991673169,70,9,Success
337,91.2168531985255,29,5,Success
338,71.28052965514871,62,15,Success
339,76.09564281366633,51,9,Success
340,-109.44642728949613,17,2,Collision
341,91.57908776704885,26,5,Success
342,84.42514437311145,46,11,Success
343,90.94341409329266,29,5,Success
344,85.64750390041938,38,9,Success
345,89.65854453679789,34,8,Success
346,93.5807964105191,21,4,Success
347,74.05801277251554,45,6,Success
348,55.77596501070849,78,17,Success
349,82.26140804338601,45,11,Success
350,-54.69854494148181,108,9,Success
351,86.12356028862358,32,6,Success
352,77.50115661233801,42,7,Success
353,86.867015976945,41,9,Success
354,-113.38488798441153,21,2,Collision
355,86.76381710653351,41,10,Success
356,-109.38389486302006,17,2,Collision
357,89.78305003020378,29,7,Success
358,85.09382445033147,43,10,Success
359,74.65113240921823,62,15,Success
360,-110.55973231385354,20,4,Collision
361,74.50373219989305,50,10,Success
362,-122.58181612388697,37,9,Collision
363,74.27113944861752,57,12,Success
364,79.38360000653189,47,9,Success
365,69.80950874055657,59,11,Success
366,96.73792008110155,29,8,Success
367,93.8856306010436,27,7,Success
368,-104.45827610961354,13,3,Collision
369,94.11513673406112,29,8,Success
370,88.8591462375581,35,9,Success
371,64.30034955879296,73,18,Success
372,77.64986120192835,50,11,Success
373,81.0258701445368,52,12,Success
374,79.92151605937612,44,8,Success
375,85.85660648057113,31,6,Success
376,90.46070685595565,27,6,Success
377,90.70234867704711,24,5,Success
378,72.89159863412502,66,18,Success
379,88.59051471043594,41,10,Success
380,94.53098719124183,23,4,Success
381,89.20409443475815,42,11,Success
382,90.74625917828078,27,4,Success
383,92.97876447809163,19,4,Success
384,87.4361000329606,40,9,Success
385,-12.379748972686414,41,7,Success
386,81.56218434407748,34,5,Success
387,81.22627232681728,45,9,Success
388,90.66545568034861,33,8,Success
389,-106.42170641748395,13,2,Collision
390,47.82840887892047,81,16,Success
391,77.41962600683068,48,10,Success
392,76.03775400880474,32,4,Success
393,-112.74844969821723,21,2,Collision
394,80.50293205447997,37,6,Success
395,88.42866272767611,27,4,Success
396,83.43047044015394,44,9,Success
397,77.51438688828756,52,11,Success
398,61.836883889249414,73,18,Success
399,90.21163796910392,33,6,Success
400,84.22797518773568,47,11,Success
401,92.85065435654722,36,9,Success
402,78.8243118278286,43,8,Success
403,-111.5028720090988,23,4,Collision
404,73.52834806931432,45,6,Success
405,91.49435225211866,36,10,Success
406,88.9953393071049,37,9,Success
407,91.05427023479062,32,8,Success
408,70.88348024986203,56,10,Success
409,93.63629848763469,39,11,Success
410,89.84722118375711,40,10,Success
411,100.03779306341117,17,4,Success
412,80.54102966954721,39,7,Success
413,71.47368286916027,52,8,Success
414,63.235063939171276,71,17,Success
415,63.14692715799449,71,17,Success
416,-108.45152285999959,18,4,Collision
417,93.0587964900144,24,4,Success
418,64.34350476812193,72,17,Success
419,85.78603147430164,44,10,Success
420,82.52889994930938,39,7,Success
421,86.23815530298167,29,5,Success
422,92.15386684433793,20,4,Success
423,63.92660625646469,76,19,Success
424,88.25943800864809,32,5,Success
425,78.60318158760874,41,7,Success
426,94.5078990017788,24,7,Success
427,84.94708756691378,46,11,Success
428,76.18883318484878,49,9,Success
429,88.3858245506702,37,8,Success
430,87.36970188370411,28,5,Success
431,69.88387753238482,70,18,Success
432,93.88624391556739,34,9,Success
433,-116.0839007182454,29,4,Collision
434,81.65381745937236,36,6,Success
435,-104.33087103344562,17,4,Collision
436,-106.93471233605726,15,3,Collision
437,-35.25948447094747,66,8,Success
438,83.86746651074101,38,7,Success
439,86.87536435065392,28,5,Success
440,77.56413218285493,52,10,Success
441,100.89030938198887,18,5,Success
442,81.44425950399469,52,12,Success
443,91.25179208730347,29,5,Success
444,67.9449394039752,70,17,Success
445,66.04096071095685,71,18,Success
446,88.10344522838737,41,10,Success
447,57.547427063479326,78,18,Success
448,63.80730472107426,71,17,Success
449,88.10431409237097,36,8,Success
450,75.1709052031908,53,10,Success
451,76.84905561280019,47,9,Success
452,83.55330691308319,38,8,Success
453,-101.16901507917451,8,2,Collision
454,86.65199042915691,43,11,Success
455,71.94341227043972,48,6,Success
456,89.98238739407321,34,7,Success
457,-110.29967234398225,18,2,Collision
458,90.54902507478931,38,11,Success
459,99.30505114745672,20,5,Success
460,70.28378054706288,67,17,Success
461,89.09516197942726,35,8,Success
462,-29.080588997488093,62,10,Success
463,62.826576258781884,72,18,Success
464,85.1143607524298,44,10,Success
465,98.72053591345224,18,4,Success
466,89.762741779181,35,8,Success
467,76.69354418133008,56,13,Success
468,72.10379649438951,53,10,Success
469,88.36939446095968,38,8,Success
470,87.22232600785007,30,6,Success
471,96.61973024452465,31,9,Success
