metric,value
total_episodes,900
successful_episodes,277
success_rate,30.777777777777775
collision_rate,69.22222222222221
truncation_rate,0.0
actions,0-65%, 1-18%, 2-15%
avg_episode_steps,56.836666666666666
avg_episode_reward,-59.06613810865653
avg_unique_locations,10.712222222222222
total_steps,51153
training_time_seconds,442.2117598056793
