episode,reward,steps,unique_locations,success
1,-218.6449910669134,32,5,Collision
2,-102.43085197791342,9,3,Collision
3,-10.153456823604017,57,13,Success
4,-101.89155046811081,12,3,Collision
5,-100.27493587454288,19,7,Collision
6,-143.1703792057097,58,11,Collision
7,95.67339713700167,20,3,Success
8,-104.87461071717803,24,7,Collision
9,-102.08129940275289,24,9,Collision
10,-24.79031281583123,28,7,Collision
11,-220.03689138567344,38,3,Collision
12,-106.33323451187695,11,3,Collision
13,87.31016871394598,52,19,Success
14,-244.683645923739,51,8,Collision
15,87.14596042535186,45,14,Success
16,93.06377101034259,39,13,Success
17,-98.9378049507362,16,7,Collision
18,167.3931983248547,67,22,Success
19,-105.19735694365092,12,3,Collision
20,-100.16578793845953,23,7,Collision
21,103.02787106336042,20,7,Success
22,101.56055329688056,19,7,Success
23,-69.82234386075113,99,15,Collision
24,-26.83737603549673,32,9,Collision
25,162.65038497822854,77,26,Success
26,-26.93640780192132,40,12,Collision
27,-98.66637118138472,17,7,Collision
28,-123.81412875336162,23,2,Collision
29,83.12217009411938,52,18,Success
30,-94.98938576441532,17,8,Collision
31,-114.59117638428597,16,2,Collision
32,-103.60026202926171,18,4,Collision
33,92.24478642645099,38,12,Success
34,-108.318431661224,24,4,Collision
35,48.28995958695044,77,16,Success
36,157.49130041414725,82,26,Success
37,-101.0279187373464,8,2,Collision
38,-97.25286956937009,12,3,Collision
39,-119.6407471611696,21,2,Collision
40,22.665349571172527,133,24,Success
41,-110.6317322137729,15,3,Collision
42,99.78962384732525,20,6,Success
43,96.14025237763741,18,5,Success
44,-113.09689779766505,24,7,Collision
45,98.94954706939566,15,4,Success
46,156.11718253113762,62,14,Success
47,102.38869866199545,12,3,Success
48,95.952513266287,25,7,Success
49,-97.356059439516,18,5,Collision
50,-96.90608585768253,4,2,Collision
51,-212.64378816700668,53,7,Collision
52,-122.35224022146433,25,3,Collision
53,-34.9173090513185,39,8,Collision
54,-108.1528481490621,12,2,Collision
55,-197.10366703370698,23,3,Collision
56,-104.13020324402629,10,2,Collision
57,-103.4385894938371,19,5,Collision
58,167.50145556293432,61,18,Success
59,103.89463178720071,24,11,Success
60,-123.01054551827457,44,11,Collision
61,-105.63477630796132,12,2,Collision
62,87.76387761277086,48,16,Success
63,-129.07755647858554,44,4,Collision
64,-113.1275957960263,17,3,Collision
65,-98.06034989550395,10,3,Collision
66,-249.617029674657,91,5,Collision
67,-117.67438163021353,22,3,Collision
68,-102.82708307995226,14,4,Collision
69,-109.9017330002798,15,3,Collision
70,91.79052767859991,40,13,Success
71,100.03685803030835,31,11,Success
72,-93.45957004008717,14,5,Collision
73,100.21386682475867,25,8,Success
74,-25.74111629594377,31,7,Collision
75,-105.08927875141542,17,5,Collision
76,156.99429536201865,63,15,Success
77,-26.210528731091117,33,8,Collision
78,-218.38562804869161,53,7,Collision
79,161.17497602259482,68,19,Success
80,95.90615748200526,40,15,Success
81,95.3096679420185,25,6,Success
82,-94.96826687053048,12,4,Collision
83,-113.57967112797809,25,7,Collision
84,166.21479393578545,65,21,Success
85,99.96070933754945,20,6,Success
86,172.40953994494808,75,28,Success
87,93.39696005237684,46,18,Success
88,87.54349306694681,44,14,Success
89,-100.4677339676663,13,2,Collision
90,-121.94587945133016,27,3,Collision
91,-103.5168297653056,18,4,Collision
92,-177.82028562218642,48,10,Collision
93,99.85034009679934,24,8,Success
94,152.34282420964863,81,21,Success
95,-104.21858699455288,9,2,Collision
96,-45.284278068674425,61,17,Collision
97,-277.4299020400955,40,2,Collision
98,162.56339732439648,61,17,Success
99,47.27175077429082,105,19,Success
100,94.62786436425637,32,9,Success
101,-24.020373768430005,39,13,Collision
102,-219.9524113117532,34,2,Collision
103,-116.20995940700234,48,17,Collision
104,-95.59656129627874,15,7,Collision
105,166.99435767326622,70,25,Success
106,-123.60867657079184,27,3,Collision
107,106.26666840444591,19,8,Success
108,-117.68872048448776,27,5,Collision
109,-106.76510444226601,26,8,Collision
110,100.57718527107916,22,8,Success
111,60.765246441590406,93,26,Success
112,146.94976848731432,89,24,Success
113,-219.0901732940624,34,3,Collision
114,-210.30070727148438,38,7,Collision
115,-111.13372403994565,27,7,Collision
116,101.805223015427,23,8,Success
117,162.16121874274046,79,25,Success
118,-104.43786951418718,17,4,Collision
119,-27.14408531288717,28,8,Collision
120,-110.4116644085319,15,3,Collision
121,-114.11569628009312,18,3,Collision
122,-107.3912056596151,14,2,Collision
123,-104.9722217233603,19,4,Collision
124,-396.44805073566613,49,3,Collision
125,-133.89461558539463,61,12,Collision
126,104.41643675179529,21,8,Success
127,81.14010082979455,51,14,Success
128,-109.14512775731923,23,6,Collision
129,91.0719665292904,49,19,Success
130,-124.54311605764308,77,20,Success
131,96.1001875880526,16,4,Success
132,-106.06916136774204,24,6,Collision
133,-39.01307088851218,61,17,Collision
134,99.36800158194185,14,3,Success
135,-108.99867393773273,17,3,Collision
136,-101.48660513556905,18,4,Collision
137,104.22319502138271,21,8,Success
138,-142.04173145504902,49,2,Collision
139,-99.97197694054145,11,4,Collision
140,-35.852235931026286,81,20,Success
141,-97.20068587439339,11,3,Collision
142,-105.37940350753632,14,3,Collision
143,-103.33821159132316,16,3,Collision
144,-111.88852016157755,22,5,Collision
145,-105.03977745149474,17,3,Collision
146,160.4178653263693,75,23,Success
147,-34.16003016201536,42,11,Collision
148,91.74323573769473,41,14,Success
149,-110.09135395806987,13,2,Collision
150,-486.0218862215164,52,2,Collision
151,-38.30763720427681,45,9,Collision
