episode,reward,steps,unique_locations,success
1,-160.0749145889392,80,11,Collision
2,-135.52358577105218,55,8,Collision
3,-104.37348958525978,18,5,Collision
4,-106.35204778980082,14,3,Collision
5,-108.91987042629086,23,5,Collision
6,-130.5816699069922,58,10,Collision
7,-244.09380417648524,89,11,Collision
8,-140.4609877352653,63,7,Collision
9,94.4466999863934,20,5,Success
10,-125.93520604993661,47,8,Collision
11,-123.69471492951186,39,5,Collision
12,82.2484712311641,29,3,Success
13,-117.13548300837434,39,7,Collision
14,-133.93335289681653,70,13,Collision
15,-120.60323116929482,42,6,Collision
16,-116.84001013281429,27,3,Collision
17,-155.85043580838067,78,11,Collision
18,56.426465965944665,75,10,Success
19,-333.6203930459534,167,23,Collision
20,-114.45320417523068,26,4,Collision
21,-102.36935827145177,16,5,Collision
22,-104.06158014090398,15,4,Collision
23,91.06043547033045,21,4,Success
24,-240.14491937926795,68,6,Collision
25,-133.850950292682,60,9,Collision
26,-326.124993738614,145,11,Collision
27,-181.9562397242044,106,16,Collision
28,59.819047516202566,56,5,Success
29,-174.46238844655923,60,9,Collision
30,93.3787245316624,22,5,Success
31,87.74538775914529,23,3,Success
32,-152.29355951194108,78,10,Collision
33,101.83473907181231,12,5,Success
34,87.79341913040538,28,5,Success
35,-137.44912295778136,68,11,Collision
36,-120.186245920876,40,6,Collision
37,-147.6804105846483,78,14,Collision
38,-111.84545118426543,23,4,Collision
39,-114.52664463937495,25,3,Collision
40,84.73246228530272,30,5,Success
41,86.75725238266442,26,4,Success
42,-111.94772597443135,29,6,Collision
43,-107.97435285981791,25,6,Collision
44,-121.0354289119854,46,8,Collision
45,-230.24892819803458,58,3,Collision
46,-241.0085057306181,84,12,Collision
47,93.71078349684142,21,5,Success
48,-111.49393556871559,26,5,Collision
49,-104.81975727814559,18,5,Collision
50,85.94403283611993,31,6,Success
51,91.91423618210553,23,5,Success
52,-107.79444152524094,24,6,Collision
53,78.27631973661363,39,6,Success
54,79.07843232080363,43,7,Success
55,28.68202064477839,116,15,Success
56,-149.48800751862024,75,9,Collision
57,-149.41666607052656,85,13,Collision
58,-130.54069038878924,45,5,Collision
59,-182.18382272703693,81,9,Collision
60,-192.01498815746595,74,10,Collision
61,95.54537464473216,15,3,Success
62,91.31783628355828,26,6,Success
63,90.6669631704723,20,3,Success
64,93.23499842024897,17,3,Success
65,59.97665561960391,64,7,Success
66,-114.36392808482528,30,5,Collision
67,62.831793581475075,62,8,Success
68,89.38347504476934,22,3,Success
69,-102.86553677605376,16,5,Collision
70,64.48951710962032,55,6,Success
71,90.3730662140796,20,3,Success
72,92.29612411291694,20,4,Success
73,91.21466904333332,21,4,Success
74,-242.38338744079832,74,4,Collision
75,-172.99611894966714,67,8,Collision
76,-123.15907302218419,49,10,Collision
77,-122.59102099285407,34,4,Collision
78,92.2734973843493,20,4,Success
79,-110.89520775065515,31,7,Collision
80,97.29482117571854,17,5,Success
81,-113.31719454964772,28,6,Collision
82,-1.315965790932026,26,4,Success
83,86.3851937655409,31,6,Success
84,-137.8083711549079,61,7,Collision
85,97.1352752363659,15,4,Success
86,80.64296495072702,44,9,Success
87,82.25640107530322,36,6,Success
88,60.93217920518312,56,5,Success
89,-24.39981745870888,55,6,Success
90,-127.5319627592543,55,10,Collision
91,-109.64075913418237,29,6,Collision
92,67.51515929712083,58,8,Success
93,-34.46602777421079,75,5,Success
94,-118.07626462556891,44,9,Collision
95,-108.1445309652648,26,6,Collision
96,86.64298199156585,30,6,Success
97,87.13762526619233,28,5,Success
98,-104.31700962731841,18,5,Collision
99,-107.39791465719256,17,3,Collision
100,94.96401837995975,17,4,Success
101,96.06359911130086,16,4,Success
102,83.39657283154672,34,6,Success
103,-114.28967762170087,42,10,Collision
104,92.80280622133813,25,6,Success
105,-102.84816658949518,15,4,Collision
106,-33.83821286853174,71,7,Success
107,89.0965236972603,29,6,Success
108,-121.95802288135206,41,6,Collision
109,-103.03919256025166,20,6,Collision
110,70.56789620396412,50,7,Success
111,-102.95820728164159,17,5,Collision
112,85.45352833429483,27,4,Success
113,-31.57476529246945,71,6,Success
114,-116.87880532436488,43,10,Collision
115,94.72541477841108,16,3,Success
116,50.57479234751828,73,8,Success
117,91.73817113451801,21,4,Success
118,93.41329392631474,19,4,Success
119,92.59349357642334,22,5,Success
120,-117.90778332651863,41,8,Collision
121,-231.38985757819188,173,21,Collision
122,-106.75895224180356,30,8,Collision
123,39.321142510889175,100,16,Success
124,93.45696680033966,17,3,Success
125,71.9343538752739,54,9,Success
126,90.15137131361627,25,5,Success
127,88.96066616741196,24,4,Success
128,97.76355451010087,14,4,Success
129,72.36171618735668,53,9,Success
130,95.14755157467557,17,4,Success
131,-114.5422802006509,39,9,Collision
132,91.07188633228334,22,4,Success
133,77.4944727834809,36,4,Success
134,14.691968247808262,66,6,Success
135,99.71080518708101,12,4,Success
136,-131.43736827753864,58,10,Collision
137,-117.37771113469235,31,4,Collision
138,-211.4802605584295,34,4,Collision
139,-124.02763549280182,45,9,Collision
140,-113.52176329433759,34,8,Collision
141,94.7819072322929,18,4,Success
142,-40.72483853709713,90,8,Success
143,-110.773531774768,35,9,Collision
144,82.83322017731456,31,4,Success
145,72.98426290251564,56,10,Success
146,83.113667651776,30,4,Success
147,87.19930698555685,25,4,Success
148,97.87397086289428,16,5,Success
149,-19.501892587771465,51,3,Success
150,-107.45671757530121,25,7,Collision
151,85.07963697920403,33,6,Success
152,69.54472548830901,63,12,Success
153,88.81635805448633,27,5,Success
154,91.07635994704488,29,7,Success
155,93.40553572824801,19,4,Success
156,93.15449220061232,22,5,Success
157,85.23484240806862,36,7,Success
158,-123.95149739446548,46,8,Collision
159,90.32962185673013,23,4,Success
160,85.36777268635213,35,7,Success
161,88.35934693950188,24,4,Success
162,93.04817086439392,22,5,Success
163,90.78545933240423,24,5,Success
164,-103.6731485071189,15,4,Collision
165,-221.20451890148053,37,3,Collision
166,78.57686546492204,39,6,Success
167,87.90598240517849,27,5,Success
168,80.00689572133788,43,8,Success
169,96.81245610550309,20,6,Success
170,90.54292756339811,22,4,Success
171,92.24921216351977,22,5,Success
172,80.28082488546045,47,10,Success
173,93.1857014114151,17,3,Success
174,89.89613437350484,27,6,Success
175,49.75399621285746,74,6,Success
176,87.32246338900194,28,5,Success
177,95.60741186792539,14,3,Success
178,88.87810345331809,26,5,Success
179,94.06946811531559,25,7,Success
180,-121.20573527556968,48,9,Collision
181,95.30482707627323,15,3,Success
182,-120.21645037952095,44,8,Collision
183,-118.97624675983795,46,9,Collision
184,87.12807838842838,29,5,Success
185,95.37195057535627,19,5,Success
186,89.1958250357121,26,5,Success
187,85.44439543871995,30,5,Success
188,-131.48364371939164,62,10,Collision
189,98.68254880816275,16,5,Success
190,81.99931074691551,34,5,Success
191,89.19498407500006,23,4,Success
192,90.47322516263365,20,3,Success
193,-123.84263496692174,49,10,Collision
194,75.88470242514956,50,8,Success
195,83.71869271938219,30,4,Success
196,93.90107264242634,23,6,Success
197,53.022004482637094,82,12,Success
198,80.4823424909788,38,6,Success
199,-122.51481441738,49,9,Collision
200,-41.02518206815462,51,6,Success
201,-120.75020610595863,46,8,Collision
202,-85.17181018538905,126,10,Success
203,87.31861172803724,25,4,Success
204,90.49410902947345,20,3,Success
205,94.57467331155101,20,5,Success
206,19.937928754008624,37,5,Success
207,48.572910624014206,29,6,Success
208,94.14010470832135,18,4,Success
209,85.34582880455099,28,4,Success
210,96.18070813317559,20,6,Success
211,93.84470566639258,19,4,Success
212,82.44513823987958,36,6,Success
213,73.67771010604359,51,9,Success
214,89.74903133592784,23,4,Success
215,93.14790481593977,19,4,Success
216,74.28319950787859,47,7,Success
217,94.12780944789867,16,3,Success
218,94.97606781525145,17,4,Success
219,83.63658632415546,35,6,Success
220,85.15811301893561,31,5,Success
221,90.82691430879578,20,3,Success
222,90.60945384157759,22,4,Success
223,91.59137857077022,19,3,Success
224,68.79621222588602,51,7,Success
225,86.07469772317339,27,4,Success
226,85.19672512812676,32,6,Success
227,88.35506496815334,33,8,Success
228,91.59722387928034,21,4,Success
229,80.40755065195992,37,6,Success
230,94.18290569417451,18,4,Success
231,95.48298683409239,17,4,Success
232,71.97412075196696,48,6,Success
233,86.37626835588222,24,3,Success
234,-112.51080862342917,23,3,Collision
235,97.60194447935025,12,3,Success
236,97.06936164970546,15,4,Success
237,100.44874294163301,9,3,Success
238,73.67861206867346,42,5,Success
239,88.77310448173186,22,3,Success
240,93.2094279919101,17,3,Success
241,87.45815894552962,23,3,Success
242,98.14212901156138,16,5,Success
243,95.84668181063856,19,5,Success
244,-118.03358902453851,31,4,Collision
245,93.55870178262461,19,4,Success
246,89.42326494965101,24,4,Success
247,80.4371586879861,38,6,Success
248,90.80626759579991,31,8,Success
249,-110.99356638479127,22,4,Collision
250,78.72565673054238,37,5,Success
251,86.17247897422999,29,5,Success
252,85.58718941770275,30,5,Success
253,68.89303848252996,48,5,Success
254,86.48270710930387,33,7,Success
255,96.2383395430636,21,6,Success
256,82.23862080433221,35,6,Success
