episode,reward,steps,unique_locations,success
410,-100.5375137529172,21,6,Collision
411,-113.25461542267693,26,8,Collision
412,-52.866625223386265,57,14,Collision
413,-103.43281976362215,14,4,Collision
414,-74.65854141440974,69,16,Collision
415,6.425437066989204,283,68,Success
416,71.85381053803948,65,16,Success
417,-26.051810129988638,51,19,Collision
418,-197.65209500181953,150,44,Collision
419,-176.51557359696216,95,26,Collision
420,65.33695341270978,72,21,Success
421,-124.55642584317314,63,13,Collision
422,-61.83344855901449,65,16,Collision
423,-178.79298021922455,91,21,Collision
424,-95.9973745907403,209,64,Collision
425,110.83955578861983,227,55,Success
426,-5.2890237624859395,140,34,Success
427,-126.0078277492866,131,14,Collision
428,-88.48914811204592,76,19,Collision
429,81.97895663293906,56,17,Success
430,-114.48523948974703,87,20,Collision
431,-55.070052885866176,353,83,Success
432,-268.2096375571689,380,80,Success
433,-199.02802846723057,108,4,Collision
434,90.58207317265963,31,8,Success
435,-497.0561408689867,300,29,Collision
436,-92.8371750315913,67,13,Collision
437,-116.68008256108888,42,13,Collision
438,-111.77023131962041,32,7,Collision
439,-56.59694366190739,91,26,Collision
440,-184.27018765285015,180,38,Collision
441,-164.17844974457364,62,11,Collision
442,-107.42153331732632,11,3,Collision
443,-18.205877467699324,227,54,Success
444,-55.104221086102186,110,18,Success
445,94.95898859199387,251,62,Success
446,-127.71046369138838,145,44,Collision
447,-40.779113323527675,73,25,Collision
448,-146.283417680929,105,22,Collision
449,-260.83185850436666,35,2,Collision
450,-40.319802287066985,63,19,Collision
451,-112.25243243588741,77,15,Collision
452,-151.66316181050124,84,13,Collision
453,-258.368569452192,42,3,Collision
454,-142.97504080498948,67,19,Collision
455,-84.74830637168738,97,22,Collision
456,-213.70494625235023,146,40,Collision
457,-112.0539816501622,20,5,Collision
458,-164.01969189340224,70,2,Collision
459,-107.59472741683103,13,3,Collision
460,-6.48970104456275,202,50,Success
461,-270.2601829741319,276,34,Success
462,-163.54359872451107,85,21,Collision
463,93.32803381257685,33,9,Success
464,-144.8278337948327,130,37,Collision
465,-223.53422757812876,34,5,Collision
466,75.91745138818943,159,43,Success
467,-195.29454541318356,153,34,Collision
468,-37.33186706108556,41,8,Collision
469,-62.27741857141357,100,24,Collision
470,-63.61647459008515,83,21,Collision
471,-128.88900790928685,166,46,Collision
472,-37.09534307173189,148,40,Success
473,-118.03283590733122,116,24,Collision
474,-109.73680102361774,19,4,Collision
475,-243.39297098425908,228,22,Collision
476,72.71639586593093,58,13,Success
477,-80.08384795099823,110,28,Collision
478,-189.43874759285887,174,43,Collision
479,-80.82763463750443,130,34,Collision
480,-36.106602357326665,40,9,Collision
481,73.36804362938938,58,15,Success
482,-142.62168996419285,73,24,Collision
483,-3.9546264914150413,241,47,Success
484,-35.8575583582698,59,19,Collision
485,-99.62682496719609,18,7,Collision
486,-208.44346420776367,90,19,Collision
487,23.744965989662063,110,28,Success
488,-115.11846149077383,28,7,Collision
489,-110.5553169912975,14,3,Collision
490,-108.14493844118104,11,3,Collision
491,66.82747585953939,67,18,Success
492,-74.5465423809885,116,29,Collision
493,-57.41547216723635,103,28,Collision
494,-109.58191955721296,20,3,Collision
495,16.309502493203723,200,52,Success
496,-63.5970348600204,105,28,Collision
497,-164.8922316284218,91,26,Collision
498,-148.98914514986734,80,23,Collision
499,-329.08192390618166,242,24,Collision
500,-97.32689978179125,144,37,Collision
501,-109.31495002459576,19,5,Collision
502,45.08803590704463,184,44,Success
503,-56.07017873149566,75,22,Collision
504,-144.29885919911592,61,9,Collision
505,-42.31985740287489,339,83,Success
506,-10.176239083269053,139,40,Success
507,-120.7768543827179,21,5,Collision
508,-65.58560274671173,134,28,Success
509,-258.4250997811165,82,20,Collision
510,-171.77896300250558,193,54,Collision
511,126.63841399369906,121,34,Success
512,-218.62869122265695,43,7,Collision
513,-212.22951294531842,28,8,Collision
514,-155.5042791222863,77,20,Collision
515,-238.54638463654376,67,3,Collision
516,-105.96163971300686,29,7,Collision
517,-152.1763975245663,77,20,Collision
518,121.92257116990129,123,30,Success
519,-147.27155890037028,176,45,Success
520,-111.97796217667242,25,10,Collision
521,120.71281091298452,132,34,Success
522,-196.84715748351698,93,24,Collision
523,-106.36137948776448,12,3,Collision
524,-104.87372897466722,19,3,Collision
525,-46.48374003418801,79,23,Collision
526,-84.70303775142216,228,56,Collision
527,128.90117250173384,115,30,Success
528,-104.73428868824605,128,34,Collision
529,-272.4852180525565,116,2,Collision
530,-205.16234501424276,187,44,Collision
531,-287.4594849264831,121,6,Collision
532,-89.56184633366915,158,38,Collision
533,-124.98848814195273,92,19,Collision
534,-206.36098065073762,26,3,Collision
535,40.47532439920152,93,24,Success
536,-103.61631937332692,13,4,Collision
537,41.31435060108529,171,40,Success
538,-197.68286083503284,51,8,Collision
539,-50.84583190243014,47,12,Collision
540,49.076914973758214,91,24,Success
541,-133.72074198593032,74,24,Collision
542,-110.1955473016488,16,3,Collision
543,-26.802577663327995,159,40,Success
544,-117.11509435680071,20,3,Collision
545,-20.93379869747521,217,53,Success
546,-434.7429778529056,179,4,Collision
547,-56.555715839198825,90,17,Success
548,-87.52096562088121,109,33,Collision
549,-116.74755707761008,23,6,Collision
550,-35.330134159476486,50,15,Collision
551,-80.65341348967026,209,54,Collision
552,79.39347922920038,60,18,Success
553,-55.769300133152015,162,39,Success
554,-105.53316117256799,23,8,Collision
555,69.69746402842215,67,18,Success
556,-121.51329822636805,34,9,Collision
557,-224.65488124588398,104,15,Collision
558,-76.53161278281651,427,80,Success
559,-31.328611023657857,42,13,Collision
560,-116.73855248431165,19,3,Collision
561,-138.12736913093562,88,24,Collision
562,32.44774183598955,96,22,Success
563,-7.347084057969724,45,7,Success
564,-210.38688924351385,114,28,Collision
565,-497.7387803803455,108,16,Collision
566,85.41630488423449,38,9,Success
567,-127.2595469226697,24,3,Collision
568,-111.70277776620485,17,4,Collision
569,-126.99298531646618,48,13,Collision
570,-75.46372705948832,187,19,Collision
571,-41.805329499883314,97,17,Success
572,-235.02173491347438,111,26,Collision
573,-187.0225427057259,219,53,Collision
574,-758.8278831445149,146,17,Collision
575,125.99574522782098,218,50,Success
576,-22.58983352240074,63,16,Success
577,-38.724467615156414,92,16,Success
578,133.89906206939312,104,26,Success
579,-106.10717693569373,16,4,Collision
580,25.52103043237014,110,30,Success
581,63.21045812275264,81,21,Success
582,-248.29822915683638,62,11,Collision
583,42.98920938674088,200,51,Success
584,-129.0743041974183,69,27,Collision
585,-102.48160635584598,9,3,Collision
586,-196.68216657232767,55,9,Collision
587,-448.9558556374555,50,2,Collision
588,-43.95487610224047,200,23,Collision
589,-142.62888196078836,114,21,Collision
590,-134.667459927675,28,4,Collision
591,-288.53948170278113,149,21,Collision
592,-101.66400161747389,12,4,Collision
593,-87.73341514830823,144,37,Collision
594,-121.98733650112942,19,5,Collision
595,-263.34881854123086,186,19,Collision
596,121.64314262522203,135,37,Success
597,-104.94421431975704,11,4,Collision
598,-267.8327509216715,26,2,Collision
599,-101.607562631543,16,4,Collision
600,-118.27192971597722,24,6,Collision
601,-103.66784455822169,16,4,Collision
602,-116.3138864024815,36,10,Collision
603,-130.97763976209987,50,15,Collision
604,-107.62975240823666,19,6,Collision
605,-590.030713062216,431,43,Collision
606,-110.88321404949312,337,75,Success
607,-43.09829106734263,51,15,Collision
608,-100.46373228316469,15,5,Collision
609,-132.7881453229301,54,14,Collision
