metric,value
total_episodes,1951
successful_episodes,1068
success_rate,54.74115838031779
collision_rate,45.258841619682215
truncation_rate,0.0
actions,0-68%, 1-16%, 2-14%
avg_episode_steps,51.43208610968734
avg_episode_reward,-11.018474872344036
avg_unique_locations,10.48282931829831
total_steps,100344
training_time_seconds,742.9151105880737
