metric,value
total_episodes,582
successful_episodes,359
success_rate,61.68384879725086
collision_rate,38.31615120274915
truncation_rate,0.0
actions,0-52%, 1-25%, 2-21%
avg_episode_steps,35.15292096219931
avg_episode_reward,3.890332750238507
avg_unique_locations,8.006872852233677
total_steps,20459
training_time_seconds,198.38679122924805
