metric,value
total_episodes,471
successful_episodes,387
success_rate,82.16560509554141
collision_rate,17.8343949044586
truncation_rate,0.0
actions,0-61%, 1-21%, 2-17%
avg_episode_steps,43.45435244161359
avg_episode_reward,38.10950196596251
avg_unique_locations,8.526539278131635
total_steps,20467
training_time_seconds,136.90086936950684
